,classcode,oneway,streetname,cnn,from_cnn,to_cnn,from_cnn_coords,to_cnn_coords,length
186,4,B,HOLLOWAY AVE,6990000,23022000,23023000,"[-122.47176027155245, 37.721671203872354]","[-122.47198339897854, 37.72166060327084]",19.6480452128
187,5,B,MIGUEL ST,9022000,21884000,21873000,"[-122.42872773964453, 37.738502443221456]","[-122.4287255359592, 37.738325547234396]",19.6585405314
188,0,B,UNNAMED 088,19809000,51444000,51445000,"[-122.47382223338975, 37.717260063182714]","[-122.47379392381093, 37.71708289023042]",19.8450122912
189,0,B,19TH ST,957000,51735000,33071000,"[-122.40583506888612, 37.76074884770233]","[-122.40606109793055, 37.76075290523391]",19.8623806775
190,5,B,EASTMAN ST,5044000,25541000,25547000,"[-122.41998568892667, 37.79859460447075]","[-122.42002160806734, 37.79877172994612]",19.9341799657
191,0,B,ROSENKRANZ ST,11160000,21144000,21143000,"[-122.4107183085273, 37.74156020341694]","[-122.41073235250327, 37.74138101216063]",19.9508555419
192,0,B,RENO PL,10961000,50305000,30065000,"[-122.4055678252063, 37.799752818158936]","[-122.40560560226477, 37.79993001925278]",19.9689194517
193,4,B,CORTLAND AVE,4435000,21061000,21066000,"[-122.41073334321442, 37.73979248065557]","[-122.41050654077237, 37.7397787899561]",19.9888346893
194,5,F,MISSION BAY CIR,15188000,35049000,35050000,"[-122.39619870204231, 37.77036256270974]","[-122.39598656327249, 37.77029706369807]",20.0056058821
195,5,B,RAWLES ST,19663000,51198000,51199000,"[-122.44905167005314, 37.79501006597993]","[-122.44886545515112, 37.79511394881856]",20.0161957409
196,0,B,WHITECLIFF WAY,19919000,33246000,33241000,"[-122.39531087847635, 37.733158157712865]","[-122.39524749933416, 37.732984976122204]",20.0347047
197,5,B,GATEVIEW AVE,14169000,34129000,34128000,"[-122.37766568389259, 37.82687353892404]","[-122.37758889923477, 37.82704354416754]",20.0580554946
198,0,B,ACACIA ST,7801000,20373000,50990000,"[-122.41414540855543, 37.708483878952165]","[-122.41426450408439, 37.708329643314244]",20.0845029766
199,5,B,ELLIS ST,5184000,50323000,26517000,"[-122.42982491945004, 37.782703638606485]","[-122.43005078188197, 37.78267240281667]",20.1381379957
200,5,B,BRANNAN ST,3085000,23913000,23895000,"[-122.40210257011337, 37.77392264528143]","[-122.40226544094578, 37.77379389678725]",20.2326569205
201,4,F,KEARNY ST,7762000,24791000,24784000,"[-122.40528839705573, 37.7969090575523]","[-122.40531832992413, 37.79708984798959]",20.2615629901
202,5,T,JERROLD AVE,7500101,20716000,33115000,"[-122.39482947101183, 37.74187373686363]","[-122.39504606289903, 37.741936579745285]",20.2737365175
203,5,B,GIBSON RD,19137000,51385000,51430000,"[-122.48422125192204, 37.79023786378311]","[-122.4843147701996, 37.790070911063346]",20.2890782235
204,5,B,CHENERY ST,3925000,21934000,21935000,"[-122.43241656768046, 37.73455136461864]","[-122.43264733238387, 37.73454084738246]",20.3141305697
205,5,B,GREEN ST,6447000,30065000,24847000,"[-122.40560560226477, 37.79993001925278]","[-122.40583404843055, 37.799900855684115]",20.3190937962
206,5,B,KRAMER PL,7909000,50129000,28136000,"[-122.40816845873103, 37.80199853458384]","[-122.40820415911034, 37.80217932106462]",20.332994441
207,5,F,MISSION BAY CIR,15191000,35052000,35053000,"[-122.39578790385944, 37.77059856314668]","[-122.39597958344078, 37.77070118993736]",20.3360723318
208,5,B,26TH AVE,1467000,27669000,33551000,"[-122.48641218249763, 37.78829590821254]","[-122.48639891694465, 37.78811291732939]",20.3682261287
209,3,B,SAN BRUNO AVE,11369000,33268000,21011000,"[-122.40661495264935, 37.73418446774777]","[-122.40651538371917, 37.73401775069801]",20.4890584383
210,0,B,CHARLES ST,3897000,51047000,51050000,"[-122.42469568521574, 37.73810249400697]","[-122.4244632133231, 37.73808036659626]",20.5769844302
211,0,B,FAITH ST,5402002,54000000,21093000,"[-122.40685204886695, 37.74430358219093]","[-122.4070755422599, 37.74435936566271]",20.5939693895
212,0,B,22ND ST,1175000,51594000,23728000,"[-122.4037664894465, 37.75701035175581]","[-122.40400156713055, 37.75699619658494]",20.7130705588
213,5,B,LEAVENWORTH ST,8256000,25282000,25283000,"[-122.41670424192503, 37.7959254021235]","[-122.41674144520421, 37.79610990752658]",20.7618124188
214,5,T,JACKSON ST,7377000,30721000,30066000,"[-122.40756376921443, 37.79591029157699]","[-122.40779730422788, 37.7958809623435]",20.7643121208
215,5,T,JONES ST,7562000,30741000,24325000,"[-122.41198536938558, 37.78095176340742]","[-122.41202407439886, 37.78113615961702]",20.771111809
216,5,B,CHESTNUT ST,3967000,30060000,25579000,"[-122.42229284154624, 37.80259121616493]","[-122.42252693020366, 37.802561334430926]",20.8201947442
217,5,F,19TH ST,991000,26140000,32939000,"[-122.44079780570446, 37.759024874070995]","[-122.4410340414202, 37.75900954900783]",20.8241845996
218,5,B,GATEVIEW AVE,14182000,34117000,34116000,"[-122.37282510187558, 37.82926354863288]","[-122.37268899813579, 37.82911001712674]",20.8276717521
219,4,B,TARAVAL ST,12384000,22967000,22971000,"[-122.46580699039592, 37.74357405036859]","[-122.4660431879912, 37.74355538267655]",20.8588273717
220,0,B,AZTEC ST,2575002,35013000,21283000,"[-122.41520610465139, 37.74553289956861]","[-122.41496911549513, 37.745549321297055]",20.9042225379
221,5,B,GREEN ST,6446000,24857000,30065000,"[-122.40537052656788, 37.799960028483994]","[-122.40560560226477, 37.79993001925278]",20.9087359903
222,5,B,PARK BLVD,19592000,51363000,51279000,"[-122.46933619769698, 37.79511438837958]","[-122.46918352267068, 37.79496989079228]",20.9183328563
223,4,B,MASON ST,19524000,51532000,27027000,"[-122.4485562886759, 37.80496076803714]","[-122.44832116155027, 37.80499382512023]",20.9684822416
224,5,B,BOYLSTON ST,3054000,51912000,20928000,"[-122.41118417243763, 37.73278961890998]","[-122.41112845356517, 37.73260607590297]",20.9758485979
225,0,B,INDIA ST,7191000,51838000,51839000,"[-122.3700305402745, 37.73521238953157]","[-122.36979234527578, 37.73522624628674]",20.9898528749
226,5,T,JACKSON ST,7374000,25024000,25033000,"[-122.40708368112271, 37.79597058400078]","[-122.40731987798243, 37.79594092157847]",21.0009490217
227,5,B,13TH TI ST,14075000,34101000,34102000,"[-122.37670816988445, 37.82788814951942]","[-122.37647902164764, 37.827832723652655]",21.034950254
228,4,B,05TH ST,291000,24885000,24884000,"[-122.40718462837056, 37.783291992258874]","[-122.40701567877821, 37.78315774968455]",21.0406658604
229,0,B,ELM ST,5203000,50325000,24477000,"[-122.42194998362439, 37.78131655676155]","[-122.42218671058883, 37.781286387256145]",21.059891137
230,0,B,WELDON ST,13566000,52009000,52010000,"[-122.41006043532644, 37.73513632443511]","[-122.40992942433512, 37.73497752430437]",21.0705936605
231,2,T,RICHARDSON AVE,11010101,26999000,27009000,"[-122.44596537137797, 37.799580911364025]","[-122.44618070534983, 37.79966524642487]",21.1028824283
232,0,B,HARLAN PL,6685000,50227000,50226000,"[-122.40467078942781, 37.79019857443493]","[-122.40490811531562, 37.79016831971463]",21.1108572564
233,5,B,REDWOOD ST,10958000,25960000,50330000,"[-122.42692270480161, 37.77972574425784]","[-122.4271601483175, 37.77969549074723]",21.1239512703
234,0,B,BISHOP ST,2975000,51973000,20584000,"[-122.40445543189732, 37.7179944242135]","[-122.40453341512473, 37.71781438686791]",21.1484736691
235,3,B,STANYAN ST,12087000,32858000,32856000,"[-122.45401823272594, 37.77161623860128]","[-122.4539795224647, 37.77142839542362]",21.1492292426
236,4,B,JUDAH ST,7686000,27960000,27959000,"[-122.5091412231121, 37.76028232225642]","[-122.50938162048226, 37.76027168643609]",21.1527389655
237,5,B,RICHARDS CIR,11008000,50792000,28166000,"[-122.38600294020992, 37.735728903941315]","[-122.38577233432947, 37.73578395898233]",21.1695178613
238,5,T,CLAY ST,4091001,25019000,54153000,"[-122.40729400562203, 37.79413781185991]","[-122.40753225937569, 37.794107501911256]",21.1911776168
239,5,F,MISSION BAY CIR,15190000,35051000,35052000,"[-122.3957826915142, 37.77040781954747]","[-122.39578790385944, 37.77059856314668]",21.2013485704
240,5,B,INNES AVE,7261000,20228000,20229000,"[-122.38883452190242, 37.739421939182144]","[-122.38903096712137, 37.73953344816273]",21.2500881201
241,5,B,CRESTA VISTA DR,4509000,22807000,33008000,"[-122.45782336246337, 37.73551521027619]","[-122.45758863968338, 37.735561213198665]",21.2520610372
242,5,F,SALINAS AVE,11317000,33650000,20476000,"[-122.39703898372136, 37.720875162306434]","[-122.3972709819403, 37.72092961873479]",21.2715855087
243,5,B,MUIR LOOP,19780000,51194000,51201000,"[-122.44836495412594, 37.79530871812515]","[-122.44840493746678, 37.79549788228901]",21.3120832115
244,5,B,VALLEJO ST,13096000,25350000,25354000,"[-122.4096386378871, 37.79847123413894]","[-122.40987875376797, 37.798442295418674]",21.3279053954
245,5,B,FILBERT ST,5495000,25339000,30717000,"[-122.40628688668673, 37.80176630135486]","[-122.4065266618096, 37.8017346913739]",21.3442380982
246,5,B,CRESCENT AVE,4501000,33662000,33663000,"[-122.41116580905184, 37.73507165590486]","[-122.41096805404065, 37.7351835490309]",21.3693425536
247,4,B,SILVER AVE,11929000,20739000,20763000,"[-122.40285586587157, 37.73407320382018]","[-122.40266489304372, 37.73419241471133]",21.3817198581
248,5,B,ANTHONY ST,2303000,24606000,50093000,"[-122.39994618553011, 37.788821106430085]","[-122.4001176454811, 37.78895773378874]",21.3832470845
249,5,B,ZOO RD,14011000,23332000,53007000,"[-122.50262138164689, 37.730211703509454]","[-122.50274656138063, 37.73037684501631]",21.3966032732
250,5,B,FRANCISCO ST,5757000,25408000,25409000,"[-122.4092991908029, 37.805204706279405]","[-122.40954002773078, 37.80517358324675]",21.4264308382
251,5,B,CLEARFIELD DR,4148000,28260000,33508000,"[-122.49076132385578, 37.72974543359782]","[-122.4905467849478, 37.72965201597084]",21.5245142957
252,3,B,BAY SHORE BLVD,2811000,20610000,33160000,"[-122.40187511783778, 37.726964759062476]","[-122.40182242610832, 37.72677526095525]",21.5612523233
253,3,T,GEARY BLVD,6053101,26932000,27217000,"[-122.45528074919119, 37.78145866120054]","[-122.45552398532078, 37.78143114013034]",21.5807701112
254,3,F,GEARY BLVD,6053201,26932000,27217000,"[-122.45528074919119, 37.78145866120054]","[-122.45552398532078, 37.78143114013034]",21.5807701112
255,5,T,03RD AVE,159000,33560000,27193000,"[-122.45993148799815, 37.76634884013646]","[-122.4600164202038, 37.76616578741808]",21.6668642605
256,4,F,HOWARD ST,7054000,24247000,24308000,"[-122.41376884743391, 37.77451625730032]","[-122.41394376309218, 37.77437812065742]",21.718374973
257,0,B,UNNAMED 088,19806000,51442000,23017000,"[-122.47413768896105, 37.71753291018819]","[-122.47438270458518, 37.7175074857486]",21.7223763594
258,5,F,MISSION BAY CIR,15189000,35050000,35051000,"[-122.39598656327249, 37.77029706369807]","[-122.3957826915142, 37.77040781954747]",21.729938097
259,5,B,MINT PLZ,9063000,24887000,24866000,"[-122.40787123616941, 37.78275064802302]","[-122.4076963442754, 37.782612110956265]",21.7471651145
260,4,B,ALEMANY BLVD,2159102,21704000,21783000,"[-122.43094452819415, 37.73057751737726]","[-122.43119165775603, 37.73056751322891]",21.7482867278
261,5,B,MORAGA ST,9340000,51506000,27139000,"[-122.4706784679274, 37.756363384734016]","[-122.47092576555563, 37.75635232340131]",21.761797462
262,5,B,MONCADA WAY,9240000,33406000,33407000,"[-122.47154865466337, 37.72978397703801]","[-122.47179832409203, 37.72979264123588]",21.9644243838
263,0,B,SELBY ST,11754000,51668000,51667000,"[-122.40271373140858, 37.7365442954296]","[-122.40287210378659, 37.73639126020513]",21.9753702689
264,5,F,TIFFANY AVE,12610000,21344000,21341000,"[-122.42013034299376, 37.74657603170266]","[-122.42035762092013, 37.74649204548256]",22.0440016176
265,0,B,CHURCH ACCESS RD,19842000,33708000,33709000,"[-122.4754750979429, 37.71415697366673]","[-122.4756088767446, 37.71398833257469]",22.1246615817
266,5,B,ANKENY ST,2294000,20597000,20842000,"[-122.40556436049965, 37.719660006612095]","[-122.40579707423838, 37.71973703559784]",22.1746207805
267,4,B,LOMBARD ST,19488000,51208000,51240000,"[-122.44873624596146, 37.797619830153266]","[-122.4489762453763, 37.79755759540919]",22.1798613072
268,0,B,BESSIE ST,12908000,50900000,21286000,"[-122.41495763728037, 37.746727598233356]","[-122.41506478453343, 37.74654685200207]",22.182578889
269,0,B,FAIR AVE,5380000,52215000,33300000,"[-122.41807555883027, 37.74486157588797]","[-122.41785108012783, 37.74477017232235]",22.1868684936
270,3,B,MISSION ST,9137000,21329000,21325000,"[-122.42196876167324, 37.74237539815024]","[-122.4220837847402, 37.74219755278339]",22.1978231417
271,4,T,OCEAN AVE,9837101,22754000,52057000,"[-122.46607319928638, 37.7267850038062]","[-122.46628856919261, 37.72688943575323]",22.2036541413
272,5,F,SACRAMENTO ST,11241002,54146000,25238000,"[-122.41486671050164, 37.79226943205604]","[-122.41511637883052, 37.792237570340205]",22.2087426413
273,5,B,EXECUTIVE PARK BLVD,5371002,20263000,54228000,"[-122.39482362530634, 37.71102502498754]","[-122.3946382517139, 37.71116131397833]",22.2474894201
274,5,B,WOODACRE DR,13708000,33537000,33640000,"[-122.47201501128089, 37.733829526154274]","[-122.47176335849822, 37.73385251879087]",22.2635181755
275,4,B,LINCOLN BLVD,19468000,51276000,51583000,"[-122.45555990896106, 37.8012968957728]","[-122.45578207153022, 37.801393551561794]",22.2684628013
276,5,B,PALOMA AVE,10212000,33409000,33408000,"[-122.47159428612625, 37.7289021437691]","[-122.47184793942839, 37.72890835106755]",22.304386947
277,5,B,GUTTENBERG ST,6596002,54037000,54039000,"[-122.4424115591993, 37.70884467721752]","[-122.44231177987669, 37.708659987642584]",22.3196980654
278,5,B,ESTERO AVE,5265000,33416000,33415000,"[-122.47186979559964, 37.723743527791314]","[-122.47212510757139, 37.72375411167999]",22.4718613871
279,5,B,06TH AVE,314000,27596000,27597000,"[-122.46457215940968, 37.78499397288911]","[-122.46455138405777, 37.784791867040745]",22.5330277995
280,0,B,UNNAMED 112,19831001,33488000,53006000,"[-122.48478941060475, 37.71729949005571]","[-122.48453276125464, 37.71729421340222]",22.5681966583
281,5,B,COLERIDGE ST,4257000,21324000,21315000,"[-122.4205759427496, 37.74237215824225]","[-122.42069262472413, 37.74219092478687]",22.5994454348
282,5,B,DE LONG ST,4649000,22487000,22486000,"[-122.46435065024363, 37.70964203755641]","[-122.46460804936969, 37.709639867655355]",22.6301090252
283,4,F,HOWARD ST,7053000,24307000,24247000,"[-122.4135865458767, 37.77466022727318]","[-122.41376884743391, 37.77451625730032]",22.6354571177
284,5,B,MIGUEL ST,11011001,21855000,54234000,"[-122.4271555080193, 37.73668495087246]","[-122.42699074222806, 37.73652838306662]",22.6357609613
285,5,B,BUENA VISTA AVE EAST,3366000,26316000,33580000,"[-122.44257524429247, 37.76592828424381]","[-122.44281095946145, 37.76601063826166]",22.6389356721
286,5,B,VAN DYKE AVE,13142000,20505000,20504000,"[-122.39241507406462, 37.72915975401013]","[-122.39262453566404, 37.72927845397654]",22.6473891471
287,5,B,KANSAS ST,7734000,52185000,23726000,"[-122.4028225714805, 37.75727233308584]","[-122.4028029438516, 37.757068367548186]",22.7311966169
288,0,B,CHURCH ACCESS RD,19881000,33713000,33714000,"[-122.48030151285265, 37.71453961640905]","[-122.48035398531223, 37.71433901970843]",22.7635836242
289,5,B,PACIFIC AVE,10137000,25125000,25126000,"[-122.41254065701172, 37.79618740092784]","[-122.41279702556704, 37.79615515182207]",22.7953412769
290,4,B,16TH ST,733000,25695000,25699000,"[-122.42285341404647, 37.7648589501182]","[-122.4231124207272, 37.764843298888096]",22.8195520555
291,5,B,PHELPS ST,10412000,20609000,33159000,"[-122.40195514403207, 37.727957456372984]","[-122.40210512018095, 37.727789703316574]",22.8312214412
292,4,T,BROTHERHOOD WAY,3240104,33475000,22554000,"[-122.47255070982472, 37.712784122606365]","[-122.47273720517191, 37.71292737458456]",22.8516536579
293,0,B,HAMPSHIRE ST,6647000,33040000,52183000,"[-122.40854424234205, 37.765722600161844]","[-122.40852519879756, 37.76551745634892]",22.8579300542
294,5,F,14TH AVE,569201,27119000,32881000,"[-122.47084594491383, 37.750912159152264]","[-122.47098743945688, 37.750739128340385]",22.8972015691
295,5,B,CHARTER OAK AVE,3903000,20777000,51660000,"[-122.40468222376543, 37.73639219272453]","[-122.40471817785834, 37.73618717236195]",23.0009737547
296,0,B,MARSTON AVE,19810000,50619000,52194000,"[-122.44790854663246, 37.727453424085155]","[-122.44817028886035, 37.72745362110397]",23.0051193956
297,5,B,CORBETT AVE,4387000,26108000,32943000,"[-122.44327613334009, 37.75623377239936]","[-122.44318801861556, 37.75603880687849]",23.0071531666
298,5,B,BOCANA ST,3003000,50905000,21275000,"[-122.41693907309477, 37.74185679395561]","[-122.41705778638259, 37.74167212364815]",23.0208189265
299,5,B,VIRGINIA AVE,13317000,21307000,21308000,"[-122.41875212986504, 37.74118003481367]","[-122.41883417048564, 37.740983212882824]",23.0294110274
300,5,B,41ST AVE,1904000,27913000,27912000,"[-122.5018872140585, 37.77951433536622]","[-122.50187099602746, 37.77930712343754]",23.0704655818
301,4,B,05TH ST,300002,54069000,54067000,"[-122.40270403898634, 37.77971946607632]","[-122.40251916525524, 37.779571843386435]",23.081749266
302,5,B,TREAT AVE,12685000,24041000,50680000,"[-122.41370071285759, 37.759991940563445]","[-122.41368295277034, 37.75978467739511]",23.0849327528
303,5,B,SUNNYDALE AVE,12256000,20340000,20338000,"[-122.40598055082927, 37.70909807388463]","[-122.4062280525299, 37.709167532653424]",23.0873315002
304,5,B,RANDALL ST,10912000,21878000,21879000,"[-122.42765222201172, 37.73966840008315]","[-122.42791489551963, 37.739652403721955]",23.1514991945
305,5,B,UNION ST,12860000,25545000,25550000,"[-122.42008558510967, 37.79906919271581]","[-122.42034629511562, 37.799036691714356]",23.1753672196
306,5,B,VALLEJO ST,13101000,25270000,25269000,"[-122.41481012030133, 37.79782211141733]","[-122.41507100062258, 37.797789128109414]",23.1989290834
307,3,T,BRYANT ST,3295000,23884000,23882000,"[-122.40635808999714, 37.77300865110937]","[-122.40654518233545, 37.7728607496386]",23.2421950266
308,5,B,MENDOSA AVE,8973000,22998000,50552000,"[-122.46746079458879, 37.74807303152066]","[-122.46748577008289, 37.747863738895646]",23.3609734979
309,3,B,MISSION ST,9179000,21485000,21484000,"[-122.44155428424824, 37.715753445278914]","[-122.44169115878613, 37.71557269943031]",23.4135733071
