,classcode,oneway,streetname,cnn,from_cnn,to_cnn,from_cnn_coords,to_cnn_coords,length
8776,5,B,ROME ST,11135000,21528000,21564000,"[-122.44637184598986, 37.715727962489275]","[-122.44751030299996, 37.715741874195146]",100.089299959
8777,5,B,CONGO ST,4342000,22264000,22267000,"[-122.44106381814665, 37.73497306203245]","[-122.43993438566301, 37.73485680934718]",100.095496202
8778,4,B,GOUGH ST,6349000,26713000,26715000,"[-122.42764531131587, 37.79999725732767]","[-122.42782503271839, 37.80088675459561]",100.097228487
8779,5,B,CIRCULAR AVE,4051000,22148000,22149000,"[-122.44530704983976, 37.727470117221515]","[-122.44592981034661, 37.72671578050493]",100.113910979
8780,5,B,PALOMA AVE,10211000,22788000,33409000,"[-122.47046746757951, 37.72876997968375]","[-122.47159428612625, 37.7289021437691]",100.119820231
8781,3,F,08TH ST,415002,50081000,24199000,"[-122.40777120959648, 37.773166018829215]","[-122.40696828977083, 37.77252626996492]",100.140768027
8782,5,B,SCOTT ST,11705000,26819000,26852000,"[-122.43913598307242, 37.7900814499888]","[-122.43930943865595, 37.790972301595545]",100.161027332
8783,3,T,GEARY BLVD,6071101,27480000,27486000,"[-122.47284399426405, 37.7806307880439]","[-122.47398247033215, 37.78057538202019]",100.180729414
8784,3,F,GEARY BLVD,6071201,27480000,27486000,"[-122.47284399426405, 37.7806307880439]","[-122.47398247033215, 37.78057538202019]",100.180729414
8785,5,B,LAGUNA ST,7981000,26731000,26722000,"[-122.43093512280115, 37.79957898739977]","[-122.43111529024773, 37.80046921835271]",100.183931676
8786,5,B,CLEMENT ST,4150000,27232000,27246000,"[-122.45899840099553, 37.7831886648312]","[-122.46013719906338, 37.78313648819824]",100.184090251
8787,5,B,OCTAVIA ST,9902000,26719000,26721000,"[-122.4292902013027, 37.799788135974254]","[-122.42947088434654, 37.80067840751825]",100.195537188
8788,5,T,WINSTON DR,13685101,23069000,33719000,"[-122.47490034424523, 37.7269907000813]","[-122.47603947235092, 37.72694991386801]",100.223701767
8789,5,F,WINSTON DR,13685201,23069000,33719000,"[-122.47490034424523, 37.7269907000813]","[-122.47603947235092, 37.72694991386801]",100.223701767
8790,5,B,INGERSON AVE,7249000,20439000,20442000,"[-122.39114136622642, 37.71804005346489]","[-122.39204998296223, 37.71858493035013]",100.227207553
8791,5,B,LAGUNA ST,7985000,26755000,26754000,"[-122.43149769907076, 37.80237629619239]","[-122.43167936892385, 37.80326673665386]",100.227736241
8792,5,B,BRODERICK ST,3217000,26975000,26976000,"[-122.44413832475513, 37.79789938066253]","[-122.4443186192341, 37.798790245545085]",100.255311525
8793,5,B,CHESTER AVE,3944000,22546000,51123000,"[-122.47046372074192, 37.7142772345466]","[-122.47045188871947, 37.713375090785085]",100.256223585
8794,5,B,MALLORCA WAY,8635000,26772000,26774000,"[-122.43729966955307, 37.800683732796394]","[-122.43748031405637, 37.801574801655875]",100.282456445
8795,3,T,BAY SHORE BLVD,2825101,20313000,20308000,"[-122.40365010760107, 37.7111885730344]","[-122.40422603708853, 37.71040921695469]",100.320059071
8796,3,F,BAY SHORE BLVD,2825201,20313000,20308000,"[-122.40365010760107, 37.7111885730344]","[-122.40422603708853, 37.71040921695469]",100.320059071
8797,3,T,GEARY BLVD,6057101,27230000,27231000,"[-122.45885866099782, 37.78125706088031]","[-122.4599996581898, 37.78121347775162]",100.328885758
8798,3,F,GEARY BLVD,6057201,27230000,27231000,"[-122.45885866099782, 37.78125706088031]","[-122.4599996581898, 37.78121347775162]",100.328885758
8799,5,B,CAROLINA ST,3710000,23741000,51582000,"[-122.40026659790031, 37.76106795395082]","[-122.40017914000819, 37.76016755697617]",100.351290209
8800,5,B,ORIZABA AVE,9981000,22469000,22491000,"[-122.46257005112055, 37.71137030159795]","[-122.46258129937434, 37.7122735207241]",100.375198779
8801,5,B,PIERCE ST,10444000,26963000,26965000,"[-122.43915621903209, 37.79853332794584]","[-122.43933665354365, 37.799425311884264]",100.380026974
8802,4,B,POTRERO AVE,10658000,24190000,24189000,"[-122.40800720355621, 37.76924401018169]","[-122.40781348669718, 37.76835372062255]",100.386308906
8803,5,T,HOTALING PL,7025000,24710000,24759000,"[-122.40274216372707, 37.79559752891241]","[-122.40291796664448, 37.79649037914039]",100.411856664
8804,5,B,MOUNTVIEW CT,9440000,50630000,22417000,"[-122.45005862621663, 37.74754031581867]","[-122.45117877265207, 37.74736104459746]",100.421425801
8805,5,B,LEAVENWORTH ST,8254000,25272000,25274000,"[-122.41647274616321, 37.79477728599811]","[-122.41665275479666, 37.79567005107667]",100.459980145
8806,4,B,CALIFORNIA ST,3577000,27566000,27577000,"[-122.45917876635183, 37.78568169153862]","[-122.46030824500005, 37.785538555048866]",100.461586691
8807,5,B,ROOSEVELT WAY,11145000,26207000,26206000,"[-122.44321527535284, 37.76455754563907]","[-122.442951036577, 37.76367795892004]",100.462771583
8808,4,B,FOWLER AVE,5741000,22424000,22420000,"[-122.45336484161511, 37.74459289585638]","[-122.45267482985147, 37.74387169264183]",100.495668533
8809,3,F,FELL ST,12890000,26437000,32859000,"[-122.45243746282772, 37.77218917269175]","[-122.45344235619314, 37.7717557757691]",100.553275314
8810,5,F,19TH ST,992000,32939000,26155000,"[-122.4410340414202, 37.75900954900783]","[-122.44217528184306, 37.75893943716647]",100.565721731
8811,5,B,09TH AVE,442000,22981000,22980000,"[-122.46470384571515, 37.748830600629745]","[-122.46517759171417, 37.7480067090708]",100.573936402
8812,5,B,MCKINNON AVE,8923000,20212000,20213000,"[-122.38921984625117, 37.73585632429837]","[-122.39014505087296, 37.736390194654554]",100.651576784
8813,5,B,YALE ST,13744000,20936000,50954000,"[-122.41592334235116, 37.72308475582789]","[-122.41555772979419, 37.722226213614434]",100.672681693
8814,5,B,ELLINGTON AVE,5157000,51102000,21513000,"[-122.44248988731685, 37.71571554769452]","[-122.4432559655767, 37.71504205430243]",100.679939537
8815,5,F,ELLSWORTH ST,5194000,21266000,21156000,"[-122.41437215966634, 37.74245670673695]","[-122.4144465064975, 37.74155242899443]",100.700121596
8816,3,F,SLOAT BLVD,11961201,23431000,23445000,"[-122.49919633577198, 37.73431161614192]","[-122.50006255723761, 37.734904899981444]",100.706926834
8817,3,F,GENEVA AVE,6134201,22088000,22084000,"[-122.4436960738698, 37.71892867271368]","[-122.44288707254283, 37.71828685138312]",100.717494804
8818,5,B,AVENUE D,14110000,34045000,34056000,"[-122.37040784280092, 37.82075973488897]","[-122.37094019849094, 37.82156262591864]",100.718446468
8819,3,F,MARKET ST,8744201,30735000,30736000,"[-122.40206572948283, 37.78872115232994]","[-122.40291448094423, 37.788111582436]",100.71893345
8820,5,B,14TH AVE,552000,51487000,27622000,"[-122.47332066885565, 37.78719305916801]","[-122.47325508324533, 37.7862881009701]",100.728396992
8821,4,B,HARNEY WAY,6692000,20257000,50852000,"[-122.39268916199882, 37.70909465727953]","[-122.39342799455167, 37.70840167451085]",100.743372081
8822,3,T,MARKET ST,8744101,30735000,30737000,"[-122.40206572948283, 37.78872115232994]","[-122.4028365687869, 37.788049513481624]",100.762781298
8823,5,B,PATTERSON ST,10303000,50894000,20817000,"[-122.40425132968264, 37.743600222326414]","[-122.4048283865117, 37.74281659849599]",100.768446858
8824,5,B,14TH ST,578000,33033000,24337000,"[-122.41339624753157, 37.76867122402168]","[-122.4145400709449, 37.768602195114084]",100.769649505
8825,5,B,MCKINNON AVE,8924000,20213000,20665000,"[-122.39014505087296, 37.736390194654554]","[-122.39108749961868, 37.73690675534312]",100.771246878
8826,3,F,MARKET ST,8776202,32940000,26106000,"[-122.44291485558745, 37.75736046049525]","[-122.44221955085261, 37.7566391611433]",100.779073747
8827,5,B,JAMESTOWN AVE,7431000,20445000,20446000,"[-122.39261325811391, 37.71795865449319]","[-122.39354480900452, 37.71848736214158]",100.783154759
8828,5,B,INGERSON AVE,7250000,20442000,20441000,"[-122.39204998296223, 37.71858493035013]","[-122.39298153882874, 37.719113642381124]",100.783231604
8829,5,B,DEL MONTE ST,4669000,51101000,21516000,"[-122.4430836158964, 37.716193091103825]","[-122.44389804361653, 37.71555404944917]",100.838953893
8830,0,B,LAKE MERCED HILL,19424000,33738000,52220000,"[-122.4853835011047, 37.71131866746771]","[-122.48423672311982, 37.71129609283742]",100.846055372
8831,5,B,KENSINGTON WAY,7805000,22828000,22847000,"[-122.45890466445294, 37.740535221910086]","[-122.4598399488059, 37.74106112410166]",100.848617509
8832,4,B,HYDE ST,7131000,25276000,25280000,"[-122.41811228713898, 37.79456736139886]","[-122.418293499189, 37.79546358433071]",100.856092015
8833,5,B,TERRY A FRANCOIS BLVD,12532002,34163000,34164000,"[-122.3868840726048, 37.77216217673659]","[-122.38657697061602, 37.77128757005018]",100.864937353
8834,4,B,SANTOS ST,11643000,20423000,20425000,"[-122.41877184177652, 37.71073194548844]","[-122.41934779781579, 37.70994690312083]",100.867400922
8835,5,B,DRUMM ST,4973000,24571000,24578000,"[-122.39695783906505, 37.79634685992641]","[-122.39713709829013, 37.79724362727748]",100.888876811
8836,5,B,WILDER ST,13632000,21928000,21941000,"[-122.43283747150099, 37.73402651584412]","[-122.43394718418872, 37.7342596154518]",100.907676065
8837,5,B,CAPITOL AVE,3659000,22459000,22470000,"[-122.45900546804307, 37.71138732986695]","[-122.4590151193752, 37.71229573654151]",100.950360357
8838,3,B,SILVER AVE,11925000,20770000,20656000,"[-122.40560754804153, 37.73243865776335]","[-122.40465709728453, 37.732948782571285]",100.950361996
8839,4,B,02ND ST,138000,24519000,24511000,"[-122.39670517708778, 37.78554213099872]","[-122.39589570088954, 37.784896929131136]",100.96817401
8840,5,B,ALVISO ST,2233000,22735000,22733000,"[-122.4692751343353, 37.72282564162899]","[-122.4687302317003, 37.72362554089203]",100.971329661
8841,0,B,STANYAN ST,12101000,26288000,32934000,"[-122.45155308713788, 37.759472365298464]","[-122.45136694164567, 37.758575669470034]",100.97849537
8842,5,B,LANSDALE AVE,8104000,28162000,32995000,"[-122.45959180943058, 37.738533098999675]","[-122.46071458824608, 37.73833965107756]",100.983512148
8843,5,B,INGERSON AVE,7247000,20103000,20102000,"[-122.38927765470865, 37.7169612949436]","[-122.39020502588036, 37.71749791452824]",101.002332686
8844,5,B,EVERGLADE DR,5350000,23300000,23301000,"[-122.48889995865214, 37.73212165082308]","[-122.48883623386664, 37.731213945279265]",101.024244273
8845,3,B,MISSION ST,9167000,21743000,21744000,"[-122.43538508578388, 37.72390940329859]","[-122.43597688858034, 37.72312996333802]",101.034912921
8846,5,B,JAMESTOWN AVE,7435000,20477000,20565000,"[-122.39729521093551, 37.72059046124588]","[-122.3982295634611, 37.72112068363449]",101.07900732
8847,5,B,SWEENY ST,12347000,21010000,21009000,"[-122.40621047324501, 37.73348714713351]","[-122.40728352173689, 37.73315926638511]",101.099101588
8848,5,B,MANGELS AVE,8648000,21981000,22269000,"[-122.43975249423306, 37.73311125476832]","[-122.44090314784121, 37.73310383876374]",101.129151793
8849,4,T,INDUSTRIAL ST,7205101,20755000,20757000,"[-122.40089901450018, 37.739659121316855]","[-122.40195743520863, 37.739301543637026]",101.144169179
8850,5,B,BELLA VISTA WAY,2899000,22361000,22357000,"[-122.45169798911407, 37.73514810825099]","[-122.45076191878998, 37.734618251999535]",101.165377314
8851,5,B,03RD AVE,160000,27193000,27081000,"[-122.4600164202038, 37.76616578741808]","[-122.45995299642519, 37.76525678135169]",101.166940773
8852,5,B,47TH AVE,2036000,28003000,27996000,"[-122.50836697852483, 37.779922784639474]","[-122.50830067464871, 37.77901376368737]",101.182779103
8853,5,F,VALENCIA ST,13052101,30755000,25853000,"[-122.42261969061566, 37.77250281741758]","[-122.42252634516117, 37.77159510329385]",101.202538185
8854,5,T,VALENCIA ST,13052201,30755000,25853000,"[-122.42261969061566, 37.77250281741758]","[-122.42252634516117, 37.77159510329385]",101.202538185
8855,5,B,JAMESTOWN AVE,7430000,33227000,20445000,"[-122.39159941021637, 37.71752615887336]","[-122.39261325811391, 37.71795865449319]",101.254290693
8856,5,B,LE CONTE AVE,8234000,20467000,20548000,"[-122.39747873450183, 37.71883435831789]","[-122.39843907782736, 37.719338240159836]",101.298686946
8857,5,B,FOOTE AVE,5727000,21526000,21565000,"[-122.44726731395548, 37.71464738799061]","[-122.44807644814014, 37.71529656839201]",101.308894126
8858,4,B,PLYMOUTH AVE,10512000,22457000,21598000,"[-122.45603759770825, 37.71140796423575]","[-122.45604543151967, 37.71231964066797]",101.312487663
8859,4,B,CLARENDON AVE,4069000,33730000,26250000,"[-122.4528952668516, 37.75806263225829]","[-122.45376945914877, 37.757467853675955]",101.327525749
8860,3,T,GREAT HWY,6434101,27981000,27966000,"[-122.5110537557113, 37.77134249965283]","[-122.5109259470119, 37.77043567583329]",101.394355382
8861,3,F,GREAT HWY,6434201,27981000,27966000,"[-122.5110537557113, 37.77134249965283]","[-122.5109259470119, 37.77043567583329]",101.394355382
8862,4,B,OCEAN AVE,9848000,23076000,23078000,"[-122.47320302363246, 37.73166927372781]","[-122.47420634713032, 37.73211999915277]",101.411264745
8863,5,B,GOLD MINE DR,6250000,51469000,22036000,"[-122.43659107483433, 37.7439042567944]","[-122.43768292519968, 37.7436085830694]",101.414131983
8864,5,B,ESMERALDA AVE,5252000,21111000,21105000,"[-122.41033781355999, 37.743748933327126]","[-122.40936104822266, 37.74326277579009]",101.41828441
8865,5,B,SWISS AVE,12358000,21995000,21984000,"[-122.43813539551016, 37.73670941196613]","[-122.43798064931516, 37.73580479940021]",101.44088686
8866,0,B,QUINTARA ST,10850000,27117000,23189000,"[-122.4705948945957, 37.748868680205454]","[-122.47174916409409, 37.74883626779684]",101.485939493
8867,4,B,17TH ST,795000,24139000,24140000,"[-122.41733240618511, 37.76357160349597]","[-122.41848397495029, 37.76349643475179]",101.50889265
8868,5,B,VIRGINIA AVE,13316000,21310000,21307000,"[-122.41891413331209, 37.74208454277849]","[-122.41875212986504, 37.74118003481367]",101.516702286
8869,5,B,BELLA VISTA WAY,2898000,22381000,22361000,"[-122.45157827650144, 37.736056956400276]","[-122.45169798911407, 37.73514810825099]",101.542338788
8870,5,B,MANCHESTER ST,8644000,21162000,50896000,"[-122.414173046718, 37.74509545266442]","[-122.41408565978873, 37.74418415610637]",101.558648433
8871,5,B,GELLERT DR,6119000,51167000,23310000,"[-122.49282123780404, 37.732817542745885]","[-122.49312585374999, 37.73193594787796]",101.559421238
8872,5,B,SANTA PAULA AVE,11583000,22833000,22821000,"[-122.4633000387774, 37.737928145612]","[-122.46313558981961, 37.737023356024146]",101.578153999
8873,4,T,BATTERY ST,2760000,24695000,24696000,"[-122.40048553642266, 37.79587500382684]","[-122.40068133733676, 37.79677684321428]",101.681166766
8874,5,B,PARAISO PL,10248000,23225000,23220000,"[-122.48240596413898, 37.7354115292646]","[-122.48235078557138, 37.73449721453148]",101.718984643
8875,0,B,MYRA WAY,9470000,22377000,50641000,"[-122.45299289516001, 37.740653630840015]","[-122.45413337732319, 37.740495419164866]",101.752166657
8876,5,B,MAYWOOD DR,8886000,22689000,22687000,"[-122.46167795402262, 37.73218929022805]","[-122.46129210889656, 37.731325686884595]",101.783124401
8877,5,B,GATEVIEW AVE,14183001,34116000,34107000,"[-122.37268899813579, 37.82911001712674]","[-122.37203174282138, 37.82835498705312]",101.82165171
8878,5,B,CUSTOM HOUSE PL,4561000,24708000,24709000,"[-122.40111007513987, 37.79579336340278]","[-122.40129440329703, 37.79669802921497]",101.825759676
8879,3,F,HARRISON ST,6727000,23928000,23929000,"[-122.40547606283047, 37.77616197913687]","[-122.40629596475063, 37.77551415431759]",101.827275105
8880,5,B,BUENA VISTA AVE WEST,3371000,26321000,26322000,"[-122.44276519416033, 37.76966128296426]","[-122.44331168821023, 37.770469537872074]",101.841259638
8881,4,B,SILVER AVE,11897000,21684000,21680000,"[-122.42757999060218, 37.72856630226739]","[-122.42642286490502, 37.728617161256004]",101.857715948
8882,0,B,EDNA ST,5104000,22291000,33011000,"[-122.44660096584131, 37.733076984533916]","[-122.4465362726483, 37.733992413379774]",101.885894443
8883,5,B,MONTANA ST,9255000,22575000,22593000,"[-122.45906354617465, 37.71660346233598]","[-122.46022265090714, 37.716592849596225]",101.898059561
8884,5,B,THRIFT ST,12608000,22572000,22594000,"[-122.45907228988966, 37.717454737026834]","[-122.4602317995394, 37.71744383199372]",101.932861571
8885,5,T,14TH ST,592000,25845000,25871000,"[-122.42553611174414, 37.7679387098169]","[-122.42669318356933, 37.767869019056114]",101.936661628
8886,4,F,SANSOME ST,11551000,24711000,24712000,"[-122.40167602578751, 37.795719379425826]","[-122.40185339055293, 37.79662616467784]",101.963110172
8887,4,B,FULTON ST,5956000,27978000,27981000,"[-122.50989474992592, 37.77139603188622]","[-122.5110537557113, 37.77134249965283]",101.980821747
8888,5,B,INGERSON AVE,7248000,20102000,20439000,"[-122.39020502588036, 37.71749791452824]","[-122.39114136622642, 37.71804005346489]",102.000318607
8889,5,B,ROOSEVELT WAY,11144002,35004000,26207000,"[-122.44248167888371, 37.76526915648215]","[-122.44321527535284, 37.76455754563907]",102.011945189
8890,3,B,MISSION ST,9177000,22047000,21486000,"[-122.44041773777731, 37.717244619115405]","[-122.44101956237701, 37.7164595454273]",102.028521967
8891,5,B,WAWONA ST,13481000,32889000,50565000,"[-122.48172726953409, 37.73717192635328]","[-122.4828268879299, 37.73746868672643]",102.10704304
8892,5,B,REVERE AVE,10983000,20742000,20747000,"[-122.39855590175544, 37.736433076602005]","[-122.399504117627, 37.736964400383414]",102.127770054
8893,5,B,GIBSON RD,19136000,51386000,51385000,"[-122.4831690972033, 37.790629626871905]","[-122.48422125192204, 37.79023786378311]",102.139978054
8894,5,B,AVENUE M,14146000,34053000,34064000,"[-122.36598522591561, 37.82382858443963]","[-122.36654098738069, 37.824636189843105]",102.147004119
8895,5,B,09TH TI ST,14056000,34074000,34075000,"[-122.3699766378577, 37.82526994452695]","[-122.36895111116728, 37.82570449776342]",102.15112332
8896,5,B,FREDERICK ST,5852000,26410000,26426000,"[-122.45014564051425, 37.76672907434926]","[-122.45129553394503, 37.766591503381264]",102.163455147
8897,5,B,JAMESTOWN AVE,7429000,20434000,33227000,"[-122.39072310527666, 37.716921905838326]","[-122.39159941021637, 37.71752615887336]",102.189002975
8898,5,B,AVENUE H,14127000,34048000,34054000,"[-122.36771094976531, 37.82188396103012]","[-122.36825499968799, 37.82269696660625]",102.190800531
8899,3,F,GENEVA AVE,6150201,21359000,20428000,"[-122.42335343598535, 37.70925095066914]","[-122.42226516186096, 37.70892735731824]",102.20907763
8900,5,F,PORTOLA ST,19640001,51249000,54140000,"[-122.4547990463582, 37.79647617056167]","[-122.4546666835576, 37.79556227186003]",102.220033976
8901,5,B,WAWONA ST,13488000,23363000,23364000,"[-122.49247090600659, 37.737069039727146]","[-122.4935401738197, 37.736705757057074]",102.273047837
8902,0,B,TERRACE WALK,12529000,22821000,33013000,"[-122.46313558981961, 37.737023356024146]","[-122.4638967082721, 37.73632709027001]",102.276756017
8903,3,B,COLUMBUS AVE,4288000,24766000,24791000,"[-122.40441216086941, 37.796302098289374]","[-122.40528839705573, 37.7969090575523]",102.320183412
8904,5,B,BLANKEN AVE,2986000,20299000,20289000,"[-122.40191474827539, 37.712250862383165]","[-122.40078919373065, 37.71201631426459]",102.323219716
8905,2,F,RICHARDSON AVE,11010202,30822000,27023000,"[-122.44621301640612, 37.7998180465048]","[-122.4471305733756, 37.80038582426377]",102.332466377
8906,4,B,LINCOLN BLVD,19453000,51343000,51485000,"[-122.46915499106996, 37.80095091530531]","[-122.46915963718314, 37.80187184250277]",102.338952418
8907,5,B,46TH AVE,2014000,28002000,27994000,"[-122.50729998207406, 37.7799820944964]","[-122.50723363568478, 37.77906232217296]",102.375781343
8908,5,B,BALBOA ST,2645000,27213000,27224000,"[-122.45858063004559, 37.77725391793221]","[-122.45972482183079, 37.7774298622972]",102.38202944
8909,5,B,LUSK ST,8548000,23825000,23809000,"[-122.39385728643848, 37.77797713241671]","[-122.39428935607893, 37.77883301175693]",102.401228892
8910,5,B,DRAKE ST,4967000,21415000,21414000,"[-122.43668765324573, 37.71002343326331]","[-122.43596796389797, 37.709298595611855]",102.425861734
8911,5,B,BEAVER ST,2876000,25823000,33566000,"[-122.43539572638824, 37.76492645993338]","[-122.43656191881892, 37.76493873650084]",102.456446275
8912,5,B,PIERCE ST,10429000,26612000,26613000,"[-122.43581374109466, 37.78194032457172]","[-122.43602866437455, 37.78284676206979]",102.481362851
8913,5,B,LLOYD ST,8415000,26023000,26008000,"[-122.43505231423569, 37.769898394319895]","[-122.43620417966767, 37.76975078546166]",102.503036408
8914,5,B,11TH TI ST,14063000,34084000,34085000,"[-122.3721009723798, 37.82649019748424]","[-122.3710791811052, 37.826937280594805]",102.5284238
8915,5,B,22ND ST,1165000,23657000,23658000,"[-122.39410711042252, 37.75759159031408]","[-122.3951222085681, 37.75804679706722]",102.52988423
8916,5,B,HOUSTON ST,7026000,25526000,25529000,"[-122.41544586772946, 37.80393650815055]","[-122.41660482982407, 37.803823007299165]",102.537243687
8917,5,B,CLEVELAND ST,4205000,23927000,24257000,"[-122.40647131948184, 37.776964092687244]","[-122.40728965795904, 37.77630595300902]",102.543994868
8918,5,B,SANTA ROSA AVE,11593000,22123000,22128000,"[-122.43909672413704, 37.728404171333985]","[-122.44006203360148, 37.7289227146495]",102.560058534
8919,5,B,BADEN ST,2594000,33377000,22131000,"[-122.43898319450136, 37.729588971384544]","[-122.43968606571, 37.730325720844924]",102.562423055
8920,5,B,BEULAH ST,2965000,26411000,26425000,"[-122.45033451925694, 37.767664881211864]","[-122.45148726424702, 37.76751785806783]",102.571934774
8921,3,T,PORTOLA DR,10617102,33593000,22840000,"[-122.45446744612599, 37.74371814245612]","[-122.45527107469812, 37.7430486648958]",102.574674759
8922,5,B,ARDENWOOD WAY,2404000,50562000,23143000,"[-122.47253907955664, 37.73571810802849]","[-122.47263140719353, 37.73479774599822]",102.596693873
8923,4,B,KOBBE AVE,19416000,51369000,51367000,"[-122.47871133879926, 37.79862520613707]","[-122.47779748709667, 37.79920129164337]",102.650730088
8924,5,B,WALLER ST,13379000,26413000,26429000,"[-122.45052179504093, 37.768592727570315]","[-122.45167593674228, 37.768445525616094]",102.694971157
8925,0,B,VISITACION AVE,13318000,52435000,50833000,"[-122.40022758948301, 37.70928647560977]","[-122.40132975675606, 37.70959316146554]",102.714257265
8926,3,B,SLOAT BLVD,11950203,23143000,54087000,"[-122.47263140719353, 37.73479774599822]","[-122.47379988825676, 37.73476488075194]",102.755171172
8927,5,B,46TH AVE,2017000,27992000,27989000,"[-122.50702474729506, 37.776197747280285]","[-122.50695742713731, 37.77527450309619]",102.76587192
8928,5,B,47TH AVE,2039000,27991000,27990000,"[-122.5080917411259, 37.77614912223682]","[-122.50802439217877, 37.77522568064756]",102.78791798
8929,0,B,48TH AVE,2063000,28007000,28006000,"[-122.50915933008244, 37.77610046114803]","[-122.50909195455385, 37.77517682031404]",102.810156976
8930,0,B,WEST CRYSTAL COVE TER,15140000,54213000,54209000,"[-122.39509712670424, 37.71205424181768]","[-122.39394225496325, 37.712200060890545]",102.810277103
8931,5,B,HAIGHT ST,6623000,26414000,26430000,"[-122.45071018079771, 37.769526044546815]","[-122.45186572727097, 37.769378663635834]",102.81869868
8932,0,B,MAXWELL CT,15111000,54189000,54190000,"[-122.4226066304845, 37.76744441939177]","[-122.42377413319011, 37.76737393908117]",102.857657213
8933,0,B,ROSA PARKS LN,15110002,54189000,54190000,"[-122.4226066304845, 37.76744441939177]","[-122.42377413319011, 37.76737393908117]",102.857657213
8934,4,T,BROTHERHOOD WAY,3240102,22545000,33477000,"[-122.47058106384803, 37.7127043984935]","[-122.47175102850073, 37.71268122104313]",102.883542114
8935,5,B,WAWONA ST,13487000,23342000,23363000,"[-122.49133489925764, 37.737293023139145]","[-122.49247090600659, 37.737069039727146]",102.889065862
8936,5,B,THOMAS AVE,12575000,20731000,20735000,"[-122.39834225940731, 37.734311331210364]","[-122.39937464304609, 37.734748029701656]",102.89259374
8937,5,B,AVENUE H,14130000,34068000,34074000,"[-122.36942894804297, 37.82445119344334]","[-122.3699766378577, 37.82526994452695]",102.903796006
8938,5,B,LIBERTY ST,8326000,25782000,25783000,"[-122.43067849499975, 37.75712500509736]","[-122.43184638856515, 37.75705435442308]",102.907608171
8939,5,B,WISCONSIN ST,13698000,23699000,23698000,"[-122.39869330839687, 37.75474531250007]","[-122.3986060963345, 37.75382182698638]",102.908101384
8940,5,B,EVERSON ST,5352000,21949000,51053000,"[-122.430785181962, 37.738456901876454]","[-122.4296241980732, 37.738580075323114]",102.940281352
8941,5,B,26TH ST,1534000,21903000,21902000,"[-122.4236772193337, 37.74871093043616]","[-122.42484502459861, 37.74863258799419]",102.980247356
8942,4,B,MASONIC AVE,8852000,26347000,26345000,"[-122.44590236611148, 37.772995405746045]","[-122.44571666544259, 37.77208039430083]",102.980807885
8943,4,T,MASONIC AVE,8844101,26400000,26396000,"[-122.44751798259087, 37.7810695113425]","[-122.44735192712518, 37.78015206072702]",102.989698677
8944,4,F,MASONIC AVE,8844201,26400000,26396000,"[-122.44751798259087, 37.7810695113425]","[-122.44735192712518, 37.78015206072702]",102.989698677
8945,5,B,BEATRICE LN,2870000,20082000,20089000,"[-122.38014904904375, 37.7309011752406]","[-122.38114651061264, 37.73138778770909]",103.000973158
8946,5,B,SAN JOSE AVE,11435000,21350000,21351000,"[-122.4217044238775, 37.74641224941953]","[-122.4222182911448, 37.74557881360749]",103.036444586
8947,5,B,25TH ST,1449000,25604000,25610000,"[-122.42382985093936, 37.75030448339769]","[-122.42499922375137, 37.75023271752088]",103.056152493
8948,4,B,MORAGA AVE,19562000,51267000,51260000,"[-122.45799664695392, 37.79731254563645]","[-122.45900374759032, 37.79778883867751]",103.061576757
8949,0,B,DE LONG ST,4651000,33453000,52043000,"[-122.46509808672313, 37.709629682006444]","[-122.46620687694134, 37.709931218910256]",103.075854142
8950,5,B,ARCH ST,2395000,22516000,22524000,"[-122.46702750649426, 37.71149496984309]","[-122.46707269193055, 37.712421871326676]",103.07859969
8951,5,B,LARKIN ST,8141000,25294000,25296000,"[-122.41903621124064, 37.79078805455014]","[-122.41922173638926, 37.79170401520657]",103.081868438
8952,5,T,GARCIA AVE,6000103,22872000,22883000,"[-122.45985842742377, 37.743806433293955]","[-122.46103141486635, 37.74383565570392]",103.124837957
8953,5,B,ROOSEVELT WAY,11140000,26014000,26013000,"[-122.43729899393013, 37.76722193011427]","[-122.4382913837394, 37.76672578043983]",103.148566261
8954,5,B,WEBSTER ST,13551000,26656000,26655000,"[-122.43308841640129, 37.79355755431199]","[-122.43327422535654, 37.79447411162771]",103.151182187
8955,0,B,15TH AVE,616000,27351000,27349000,"[-122.47244617354337, 37.76002920740038]","[-122.47229885896598, 37.75910829010743]",103.152168075
8956,5,B,AVENUE D,14109000,34039000,34045000,"[-122.36984622754947, 37.81994433616079]","[-122.37040784280092, 37.82075973488897]",103.154531656
8957,4,B,07TH ST,383000,23789000,23786000,"[-122.39665340874836, 37.76782515734779]","[-122.39582644013186, 37.76716595691071]",103.166735216
8958,3,T,FREMONT ST,5863000,24527000,50069000,"[-122.3951509317866, 37.78923469924678]","[-122.39432361903435, 37.78857531876667]",103.187409764
8959,5,B,SHRADER ST,11853000,26438000,26437000,"[-122.4526238441968, 37.77310613370781]","[-122.45243746282772, 37.77218917269175]",103.204189031
8960,5,B,BUCHANAN ST,3345000,26577000,26658000,"[-122.43144853106759, 37.79376711346477]","[-122.43163386440399, 37.794684265686676]",103.209858076
8961,5,B,SHRADER ST,11854000,26436000,26435000,"[-122.45224177830156, 37.771229827588776]","[-122.45205522059368, 37.770312752483534]",103.219230652
